question_id,trade_id,SerSettledVal,NVL
5,55706, 0.5],0.59999996
5,56247,[0.5,0.50000006
5,56247, 0.5],0.4999999
5,56273,[0.5,0.48999998
5,56273, 0.5],0.51000005
5,56304,[0.5,0.45000005
5,56304, 0.5],0.55
5,56550,[0.5,0.44000003
5,56550, 0.5],0.55999994
5,57381,[0.5,0.45999995
5,57381, 0.5],0.54
5,57933,[0.5,0.47000003
5,57933, 0.5],0.53
5,58599,[0.5,0.45000002
5,58599, 0.5],0.55
5,58702,[0.5,0.44496283
5,58702, 0.5],0.55503714
5,59014,[0.5,0.44496283
5,59014, 0.5],0.55503714
5,59257,[0.5,0.45
5,59257, 0.5],0.5500001
5,61459,[0.5,0.46000007
5,61459, 0.5],0.53999996
5,64017,[0.5,0.47000003
5,64017, 0.5],0.53
5,64041,[0.5,0.48000002
5,64041, 0.5],0.52
5,64174,[0.5,0.47321844
5,64174, 0.5],0.52678156
5,64938,[0.5,0.49
5,64938, 0.5],0.51
5,67642,[0.5,0.49
5,67642, 0.5],0.51
5,68111,[0.5,0.51
5,68111, 0.5],0.49
5,68737,[0.5,0.51
5,68737, 0.5],0.49
5,69085,[0.5,0.48885417
5,69085, 0.5],0.51114583
5,70833,[0.5,0.48885417
5,70833, 0.5],0.51114583
5,71126,[0.5,0.5547499
5,71126, 0.5],0.44525006
5,74349,[0.5,0.5547499
5,74349, 0.5],0.44525006
5,74943,[0.5,0.5547499
5,74943, 0.5],0.44525006
5,75393,[0.5,0.5547499
5,75393, 0.5],0.44525006
5,75454,[0.5,0.5547499
5,75454, 0.5],0.44525006
5,75835,[0.5,0.5547499
5,75835, 0.5],0.44525006
5,76554,[0.5,0.55452317
5,76554, 0.5],0.4454768
5,76993,[0.5,0.5541588
5,76993, 0.5],0.4458412
5,77206,[0.5,0.5216734
5,77206, 0.5],0.47832665
5,77378,[0.5,0.47685453
5,77378, 0.5],0.5231455
5,82777,[0.5,0.44999996
5,82777, 0.5],0.55
5,85053,[0.5,0.52500004
5,85053, 0.5],0.475
5,85054,[0.5,0.55
5,85054, 0.5],0.44999996
5,86545,[0.5,0.38890874
5,86545, 0.5],0.61109126
5,87092,[0.5,0.54445434
5,87092, 0.5],0.45554563
5,87094,[0.5,0.49
5,87094, 0.5],0.51
5,88418,[0.5,0.99999905
5,88418, 0.5],1.00E-06
5,90535,[0.5,0.5
5,90535, 0.5],0.49999994
9,39,[0.0,0.4
9,39, 1.0],0.6
9,264,[0.0,0.30426303
9,264, 1.0],0.695737
9,299,[0.0,0.46114314
9,299, 1.0],0.53885686
9,396,[0.0,0.6
9,396, 1.0],0.4
9,426,[0.0,0.65000004
9,426, 1.0],0.35000002
9,462,[0.0,0.575
9,462, 1.0],0.42499998
9,467,[0.0,0.6375
9,467, 1.0],0.36249998
9,493,[0.0,0.54999995
9,493, 1.0],0.45000002
9,567,[0.0,0.6279338
9,567, 1.0],0.37206617
9,840,[0.0,0.58
9,840, 1.0],0.42
9,841,[0.0,0.63
9,841, 1.0],0.37
9,847,[0.0,0.7195924
9,847, 1.0],0.28040755
9,971,[0.0,0.77250814
9,971, 1.0],0.22749186
9,1105,[0.0,0.6197984
9,1105, 1.0],0.38020158
9,1242,[0.0,0.009999999
9,1242, 1.0],0.98999995
9,1245,[0.0,0.007578582
9,1245, 1.0],0.99242145
9,1306,[0.0,0.007578582
9,1306, 1.0],0.99242145
9,1335,[0.0,0.005834968
9,1335, 1.0],0.99416506
9,1413,[0.0,0.030000135
9,1413, 1.0],0.96999985
9,1422,[0.0,0.04999998
9,1422, 1.0],0.95
9,1474,[0.0,0.039153937
9,1474, 1.0],0.9608461
9,1475,[0.0,0.24018632
9,1475, 1.0],0.7598136
9,1514,[0.0,0.41774717
9,1514, 1.0],0.58225286
9,1517,[0.0,0.25000003
9,1517, 1.0],0.75
9,1540,[0.0,0.2
9,1540, 1.0],0.8
9,1546,[0.0,0.35000002
9,1546, 1.0],0.6499999
9,2410,[0.0,0.36061203
9,2410, 1.0],0.63938797
9,2711,[0.0,0.29331008
9,2711, 1.0],0.70668995
9,2780,[0.0,0.22239268
9,2780, 1.0],0.7776073
9,2860,[0.0,0.22239268
9,2860, 1.0],0.7776073
9,2861,[0.0,0.2216692
9,2861, 1.0],0.7783308
9,2862,[0.0,0.2
9,2862, 1.0],0.79999995
9,2905,[0.0,0.16663298
9,2905, 1.0],0.833367
9,2938,[0.0,0.16146933
9,2938, 1.0],0.8385307
9,2950,[0.0,0.15784393
9,2950, 1.0],0.8421561
9,2957,[0.0,0.15784396
9,2957, 1.0],0.8421561
9,3000,[0.0,0.15497962
9,3000, 1.0],0.84502035
9,3013,[0.0,0.1549796
9,3013, 1.0],0.84502035
9,3057,[0.0,0.17748989
9,3057, 1.0],0.8225101
9,3094,[0.0,0.23874493
9,3094, 1.0],0.761255
9,3193,[0.0,0.42307657
9,3193, 1.0],0.57692343
9,3201,[0.0,0.32812867
9,3201, 1.0],0.6718713
9,3202,[0.0,0.32812867
9,3202, 1.0],0.6718713
9,3203,[0.0,0.32812867
9,3203, 1.0],0.6718713
9,3204,[0.0,0.32812867
9,3204, 1.0],0.6718713
9,3205,[0.0,0.32812867
9,3205, 1.0],0.6718713
9,3207,[0.0,0.32812867
9,3207, 1.0],0.6718713
9,3240,[0.0,0.3281287
9,3240, 1.0],0.6718713
9,3242,[0.0,0.3281287
9,3242, 1.0],0.6718713
9,3299,[0.0,0.25999996
9,3299, 1.0],0.74
9,3332,[0.0,0.41526353
9,3332, 1.0],0.58473647
9,3375,[0.0,0.35763174
9,3375, 1.0],0.64236826
9,3397,[0.0,0.35656685
9,3397, 1.0],0.64343315
9,3398,[0.0,0.35656688
9,3398, 1.0],0.64343315
9,3406,[0.0,0.35656688
9,3406, 1.0],0.6434332
9,3421,[0.0,0.35656688
9,3421, 1.0],0.6434332
9,3604,[0.0,0.3563326
9,3604, 1.0],0.64366734
9,3698,[0.0,0.19999997
9,3698, 1.0],0.8000001
9,3727,[0.0,0.19000003
9,3727, 1.0],0.80999994
9,3798,[0.0,0.19500001
9,3798, 1.0],0.80499995
9,3848,[0.0,0.1986832
9,3848, 1.0],0.80131674
9,3849,[0.0,0.18304044
9,3849, 1.0],0.81695956
9,3860,[0.0,0.17117572
9,3860, 1.0],0.8288242
9,3909,[0.0,0.17019574
9,3909, 1.0],0.82980424
9,3938,[0.0,0.17019576
9,3938, 1.0],0.82980424
9,3973,[0.0,0.17019576
9,3973, 1.0],0.8298043
9,3976,[0.0,0.17019576
9,3976, 1.0],0.8298043
9,4015,[0.0,0.05999998
9,4015, 1.0],0.94000006
10,38,[1.0,0.616845
10,38, 0.0],0.383155
10,345,[1.0,0.7
10,345, 0.0],0.3
10,509,[1.0,0.79
10,509, 0.0],0.21
10,558,[1.0,0.8390749
10,558, 0.0],0.1609251
12,184,[1.0,0.59342885
12,184, 0.0],0.40657112
12,185,[1.0,0.64671445
12,185, 0.0],0.35328558
12,231,[1.0,0.72335726
12,231, 0.0],0.2766428
12,412,[1.0,0.7233572
12,412, 0.0],0.2766428
12,413,[1.0,0.6616786
12,413, 0.0],0.33832142
12,445,[1.0,0.6616786
12,445, 0.0],0.33832142
12,464,[1.0,0.7436003
12,464, 0.0],0.25639972
12,477,[1.0,0.74359995
12,477, 0.0],0.2564
12,843,[1.0,0.7968
12,843, 0.0],0.2032
12,1019,[1.0,0.8234
12,1019, 0.0],0.17660001
12,2757,[1.0,0.86136174
12,2757, 0.0],0.13863832
12,3001,[1.0,0.8637298
12,3001, 0.0],0.13627025
12,3615,[1.0,0.8637298
12,3615, 0.0],0.1362702
12,3929,[1.0,0.71077627
12,3929, 0.0],0.28922376
12,3949,[1.0,0.72360945
12,3949, 0.0],0.27639058
12,4029,[1.0,0.66180474
12,4029, 0.0],0.33819526
12,4177,[1.0,0.66180474
12,4177, 0.0],0.33819526
12,4392,[1.0,0.66180474
12,4392, 0.0],0.33819526
12,4404,[1.0,0.66180474
12,4404, 0.0],0.33819526
12,4500,[1.0,0.66180474
12,4500, 0.0],0.33819526
12,4543,[1.0,0.6687304
12,4543, 0.0],0.33126962
12,4784,[1.0,0.6687304
12,4784, 0.0],0.33126962
12,4852,[1.0,0.6687304
12,4852, 0.0],0.33126962
12,4855,[1.0,0.6687304
12,4855, 0.0],0.33126962
12,4869,[1.0,0.6687304
12,4869, 0.0],0.33126962
12,5133,[1.0,0.6687304
12,5133, 0.0],0.33126962
12,5895,[1.0,0.7434276
12,5895, 0.0],0.2565724
12,6410,[1.0,0.76902944
12,6410, 0.0],0.23097056
12,6870,[1.0,0.7693992
12,6870, 0.0],0.23060083
12,7085,[1.0,0.67
12,7085, 0.0],0.32999998
12,8163,[1.0,0.7422608
12,8163, 0.0],0.25773916
12,8549,[1.0,0.91999996
12,8549, 0.0],0.080000006
12,8600,[1.0,0.72
12,8600, 0.0],0.28000003
12,9377,[1.0,0.78000003
12,9377, 0.0],0.22
12,9960,[1.0,0.81500006
12,9960, 0.0],0.185
12,10022,[1.0,0.85749996
12,10022, 0.0],0.14249998
12,10624,[1.0,0.88
12,10624, 0.0],0.12000001
12,10694,[1.0,0.76000005
12,10694, 0.0],0.24
12,11175,[1.0,0.88
12,11175, 0.0],0.11999998
12,11297,[1.0,0.9324615
12,11297, 0.0],0.06753852
12,11298,[1.0,0.9324615
12,11298, 0.0],0.06753852
12,11299,[1.0,0.88
12,11299, 0.0],0.120000005
12,11441,[1.0,0.91
12,11441, 0.0],0.089999996
12,12129,[1.0,0.88
12,12129, 0.0],0.120000005
12,12624,[1.0,0.88
12,12624, 0.0],0.12
12,12644,[1.0,0.6279734
12,12644, 0.0],0.37202662
12,12705,[1.0,0.71507424
12,12705, 0.0],0.28492582
12,12940,[1.0,0.88
12,12940, 0.0],0.11999999
12,13025,[1.0,0.87
12,13025, 0.0],0.13
12,14329,[1.0,0.73020965
12,14329, 0.0],0.2697903
12,14614,[1.0,0.73184377
12,14614, 0.0],0.26815617
12,14623,[1.0,0.74999994
12,14623, 0.0],0.25
12,14788,[1.0,0.75
12,14788, 0.0],0.25000003
12,14803,[1.0,0.775
12,14803, 0.0],0.225
12,14884,[1.0,0.78749996
12,14884, 0.0],0.21249999
12,15056,[1.0,0.789585
12,15056, 0.0],0.210415
12,15130,[1.0,0.7947925
12,15130, 0.0],0.20520751
12,15206,[1.0,0.7947925
12,15206, 0.0],0.20520751
12,15391,[1.0,0.79739624
12,15391, 0.0],0.20260377
12,15436,[1.0,0.83000004
12,15436, 0.0],0.17000002
12,15688,[1.0,0.83000004
12,15688, 0.0],0.17000002
12,15991,[1.0,0.7356901
12,15991, 0.0],0.2643099
12,16082,[1.0,0.6699597
12,16082, 0.0],0.3300403
12,16512,[1.0,0.88
12,16512, 0.0],0.120000005
12,16558,[1.0,0.84000003
12,16558, 0.0],0.16
12,16823,[1.0,0.83
12,16823, 0.0],0.16999999
12,16866,[1.0,0.81999993
12,16866, 0.0],0.18
12,17183,[1.0,0.59936416
12,17183, 0.0],0.40063584
12,17190,[1.0,0.65
12,17190, 0.0],0.34999996
12,17531,[1.0,0.7250001
12,17531, 0.0],0.27499998
12,17583,[1.0,0.87000006
12,17583, 0.0],0.12999997
12,18059,[1.0,0.87000006
12,18059, 0.0],0.12999997
12,18231,[1.0,0.8952293
12,18231, 0.0],0.10477073
12,18294,[1.0,0.79761463
12,18294, 0.0],0.20238538
12,18375,[1.0,0.8230465
12,18375, 0.0],0.17695357
12,18690,[1.0,0.76152325
12,18690, 0.0],0.23847675
12,18972,[1.0,0.7807616
12,18972, 0.0],0.2192384
12,19094,[1.0,0.79038084
12,19094, 0.0],0.2096192
12,19477,[1.0,0.79519045
12,19477, 0.0],0.20480962
12,19587,[1.0,0.79718524
12,19587, 0.0],0.20281468
12,19769,[1.0,0.8235927
12,19769, 0.0],0.17640734
12,19901,[1.0,0.83
12,19901, 0.0],0.16999999
12,19978,[1.0,0.79
12,19978, 0.0],0.21000001
12,19988,[1.0,0.79
12,19988, 0.0],0.21000001
12,20734,[1.0,0.82
12,20734, 0.0],0.18000002
12,21052,[1.0,0.82876366
12,21052, 0.0],0.17123634
12,21109,[1.0,0.83433926
12,21109, 0.0],0.16566072
12,21303,[1.0,0.82251203
12,21303, 0.0],0.17748797
12,21446,[1.0,0.8163378
12,21446, 0.0],0.18366212
12,21997,[1.0,0.75816894
12,21997, 0.0],0.24183106
12,22075,[1.0,0.83
12,22075, 0.0],0.17000002
12,22179,[1.0,0.865
12,22179, 0.0],0.13499999
12,22771,[1.0,0.84000003
12,22771, 0.0],0.16
12,23503,[1.0,0.82
12,23503, 0.0],0.18
12,23581,[1.0,0.81
12,23581, 0.0],0.19
12,23588,[1.0,0.82
12,23588, 0.0],0.18000002
12,23800,[1.0,0.84000003
12,23800, 0.0],0.16
12,24034,[1.0,0.83534944
12,24034, 0.0],0.16465056
12,24168,[1.0,0.83
12,24168, 0.0],0.17
12,24252,[1.0,0.83
12,24252, 0.0],0.17
12,24617,[1.0,0.83
12,24617, 0.0],0.17
12,24953,[1.0,0.82
12,24953, 0.0],0.18
12,25579,[1.0,0.58238107
12,25579, 0.0],0.417619
12,25871,[1.0,0.6168505
12,25871, 0.0],0.3831496
12,26196,[1.0,0.73
12,26196, 0.0],0.26999998
12,26287,[1.0,0.85
12,26287, 0.0],0.15
12,26394,[1.0,0.85
12,26394, 0.0],0.15
12,26590,[1.0,0.77500004
12,26590, 0.0],0.22499996
12,26609,[1.0,0.6375
12,26609, 0.0],0.36249995
12,26645,[1.0,0.56874996
12,26645, 0.0],0.43124998
12,26731,[1.0,0.66
12,26731, 0.0],0.34000003
12,26796,[1.0,0.66999996
12,26796, 0.0],0.33
12,26859,[1.0,0.47540632
12,26859, 0.0],0.52459365
12,26940,[1.0,0.64
12,26940, 0.0],0.36
12,26972,[1.0,0.71999997
12,26972, 0.0],0.27999997
12,26979,[1.0,0.78000003
12,26979, 0.0],0.22000003
12,26997,[1.0,0.90000004
12,26997, 0.0],0.09999999
12,27105,[1.0,0.84999996
12,27105, 0.0],0.15
12,27149,[1.0,0.85999995
12,27149, 0.0],0.14
12,27402,[1.0,0.77
12,27402, 0.0],0.23
12,27405,[1.0,0.84999996
12,27405, 0.0],0.15
12,27571,[1.0,0.8440766
12,27571, 0.0],0.15592343
12,27591,[1.0,0.83
12,27591, 0.0],0.17
12,27688,[1.0,0.85
12,27688, 0.0],0.14999999
12,27761,[1.0,0.88000005
12,27761, 0.0],0.120000005
12,28001,[1.0,0.89000005
12,28001, 0.0],0.10999999
12,28143,[1.0,0.89000005
12,28143, 0.0],0.10999999
12,28251,[1.0,0.90000004
12,28251, 0.0],0.1
12,28749,[1.0,0.91
12,28749, 0.0],0.09
12,28915,[1.0,0.90000004
12,28915, 0.0],0.1
12,28917,[1.0,0.89
12,28917, 0.0],0.11000001
12,28920,[1.0,0.88
12,28920, 0.0],0.120000005
12,28938,[1.0,0.91154593
12,28938, 0.0],0.08845409
12,29004,[1.0,0.8159973
12,29004, 0.0],0.18400274
12,29052,[1.0,0.73891294
12,29052, 0.0],0.2610871
12,29543,[1.0,0.5243043
12,29543, 0.0],0.4756957
12,29579,[1.0,0.63
12,29579, 0.0],0.37
12,29643,[1.0,0.65
12,29643, 0.0],0.35
12,29652,[1.0,0.7
12,29652, 0.0],0.3
12,29711,[1.0,0.71
12,29711, 0.0],0.29
12,29898,[1.0,0.72999996
12,29898, 0.0],0.27
12,29930,[1.0,0.75
12,29930, 0.0],0.25000003
12,29971,[1.0,0.79999995
12,29971, 0.0],0.19999997
12,29980,[1.0,0.77
12,29980, 0.0],0.23000003
12,30452,[1.0,0.7605009
12,30452, 0.0],0.2394991
12,30475,[1.0,0.7531977
12,30475, 0.0],0.24680227
12,31335,[1.0,0.79999995
12,31335, 0.0],0.19999999
12,31525,[1.0,0.83000004
12,31525, 0.0],0.17000002
12,31531,[1.0,0.8
12,31531, 0.0],0.2
12,32156,[1.0,0.79
12,32156, 0.0],0.20999998
12,32586,[1.0,0.8
12,32586, 0.0],0.20000003
12,32928,[1.0,0.78000003
12,32928, 0.0],0.21999998
12,33387,[1.0,0.79
12,33387, 0.0],0.21000001
12,34221,[1.0,0.78000003
12,34221, 0.0],0.22
12,35357,[1.0,0.83000004
12,35357, 0.0],0.17
12,35694,[1.0,0.82856584
12,35694, 0.0],0.17143416
12,35740,[1.0,0.82856584
12,35740, 0.0],0.17143416
12,35884,[1.0,0.78999996
12,35884, 0.0],0.20999998
12,35886,[1.0,0.71999997
12,35886, 0.0],0.28
12,35888,[1.0,0.7
12,35888, 0.0],0.3
12,35977,[1.0,0.75
12,35977, 0.0],0.25000003
12,36238,[1.0,0.72796917
12,36238, 0.0],0.2720308
12,36858,[1.0,0.7770308
12,36858, 0.0],0.22296914
12,37203,[1.0,0.7774029
12,37203, 0.0],0.22259714
12,37215,[1.0,0.77614075
12,37215, 0.0],0.22385928
12,38123,[1.0,0.8
12,38123, 0.0],0.2
12,38160,[1.0,0.8
12,38160, 0.0],0.2
12,38170,[1.0,0.2
12,38170, 0.0],0.8
12,38176,[1.0,0.8
12,38176, 0.0],0.2
12,38709,[1.0,0.78
12,38709, 0.0],0.22000001
12,40696,[1.0,0.84999996
12,40696, 0.0],0.15
12,40951,[1.0,0.99
12,40951, 0.0],0.01
12,40952,[1.0,0.9999
12,40952, 0.0],1.00E-04
13,60,[0.0,0.1
13,60, 1.0],0.9
13,99,[0.0,0.1
13,99, 1.0],0.9
13,101,[0.0,0.07866699
13,101, 1.0],0.921333
13,113,[0.0,0.039999995
13,113, 1.0],0.96000004
13,237,[0.0,0.25613827
13,237, 1.0],0.7438617
13,285,[0.0,0.21776217
13,285, 1.0],0.78223777
13,346,[0.0,0.15999997
13,346, 1.0],0.84000003
13,438,[0.0,0.12999998
13,438, 1.0],0.87
13,498,[0.0,0.07999998
13,498, 1.0],0.92
13,566,[0.0,0.24533515
13,566, 1.0],0.7546649
13,606,[0.0,0.23000005
13,606, 1.0],0.77
13,848,[0.0,0.21500002
13,848, 1.0],0.78499997
13,962,[0.0,0.17135167
13,962, 1.0],0.8286483
13,1163,[0.0,0.23567584
13,1163, 1.0],0.7643242
13,1199,[0.0,0.19283792
13,1199, 1.0],0.8071621
13,1205,[0.0,0.14816289
13,1205, 1.0],0.85183716
13,1307,[0.0,0.14816289
13,1307, 1.0],0.85183716
13,1414,[0.0,0.13000003
13,1414, 1.0],0.87
13,1476,[0.0,0.10271402
13,1476, 1.0],0.897286
13,1484,[0.0,0.18000002
13,1484, 1.0],0.82
13,1713,[0.0,0.20000002
13,1713, 1.0],0.8
13,1714,[0.0,0.22000003
13,1714, 1.0],0.78
13,2411,[0.0,0.2322289
13,2411, 1.0],0.7677711
13,2710,[0.0,0.21390949
13,2710, 1.0],0.7860905
13,2756,[0.0,0.21469858
13,2756, 1.0],0.78530145
13,2779,[0.0,0.30734932
13,2779, 1.0],0.69265074
13,2863,[0.0,0.27999997
13,2863, 1.0],0.72
13,2960,[0.0,0.28266358
13,2960, 1.0],0.7173365
13,2999,[0.0,0.27742848
13,2999, 1.0],0.7225715
13,3208,[0.0,0.28027117
13,3208, 1.0],0.7197288
13,3209,[0.0,0.28027117
13,3209, 1.0],0.7197288
13,3376,[0.0,0.22467245
13,3376, 1.0],0.7753277
13,3399,[0.0,0.22467244
13,3399, 1.0],0.7753276
13,3573,[0.0,0.21233621
13,3573, 1.0],0.78766376
13,3603,[0.0,0.21233635
13,3603, 1.0],0.7876637
13,3806,[0.0,0.2050514
13,3806, 1.0],0.79494864
13,3822,[0.0,0.39082295
13,3822, 1.0],0.609177
13,3850,[0.0,0.3952705
13,3850, 1.0],0.60472953
13,3881,[0.0,0.3114873
13,3881, 1.0],0.6885127
13,3974,[0.0,0.31148732
13,3974, 1.0],0.68851274
13,4013,[0.0,0.10000003
13,4013, 1.0],0.9
13,4014,[0.0,0.11000004
13,4014, 1.0],0.89
13,4120,[0.0,0.104236096
13,4120, 1.0],0.895764
13,4143,[0.0,0.10363087
13,4143, 1.0],0.89636904
13,4156,[0.0,0.101815425
13,4156, 1.0],0.8981848
13,4175,[0.0,0.1018154
13,4175, 1.0],0.89818454
13,4178,[0.0,0.100907676
13,4178, 1.0],0.8990924
13,4179,[0.0,0.10045389
13,4179, 1.0],0.89954627
13,4180,[0.0,0.08000013
13,4180, 1.0],0.9200001
13,4196,[0.0,0.06093538
13,4196, 1.0],0.9390646
13,4197,[0.0,0.046922076
13,4197, 1.0],0.95307785
13,4257,[0.0,0.004781074
13,4257, 1.0],0.99521905
13,4259,[0.0,0.052393265
13,4259, 1.0],0.94760686
13,4260,[0.0,0.004781073
13,4260, 1.0],0.99521875
13,4269,[0.0,0.004781074
13,4269, 1.0],0.99521905
13,4271,[0.0,0.020001126
13,4271, 1.0],0.9799989
13,4275,[0.0,0.030000038
13,4275, 1.0],0.97
13,4276,[0.0,0.020000024
13,4276, 1.0],0.9799999
13,4305,[0.0,0.020000024
13,4305, 1.0],0.9799999
13,4322,[0.0,0.020000027
13,4322, 1.0],0.9800001
13,4330,[0.0,0.020000026
13,4330, 1.0],0.97999996
13,4333,[0.0,0.020000026
13,4333, 1.0],0.97999996
13,4334,[0.0,0.020000026
13,4334, 1.0],0.97999996
13,4372,[0.0,0.1799999
13,4372, 1.0],0.82000023
13,4375,[0.0,0.14833593
13,4375, 1.0],0.851664
13,4376,[0.0,0.123191744
13,4376, 1.0],0.8768083
13,4377,[0.0,0.103072636
13,4377, 1.0],0.8969274
13,4378,[0.0,0.08685657
13,4378, 1.0],0.9131434
13,4379,[0.0,0.08685658
13,4379, 1.0],0.9131436
13,4380,[0.0,0.073694594
13,4380, 1.0],0.9263054
13,4381,[0.0,0.06293949
13,4381, 1.0],0.9370604
13,4382,[0.0,0.08146966
13,4382, 1.0],0.9185304
13,4383,[0.0,0.069301255
13,4383, 1.0],0.93069875
13,4384,[0.0,0.05933302
13,4384, 1.0],0.9406669
13,4386,[0.0,0.05933303
13,4386, 1.0],0.9406671
14,1007,[1.0,0.45
14,1007, 0.0],0.55
14,2777,[1.0,0.45
14,2777, 0.0],0.55
14,4391,[1.0,0.45
14,4391, 0.0],0.55
14,4393,[1.0,0.45
14,4393, 0.0],0.55
14,4405,[1.0,0.45
14,4405, 0.0],0.55
14,4496,[1.0,0.45
14,4496, 0.0],0.55
14,4851,[1.0,0.45
14,4851, 0.0],0.55
14,4856,[1.0,0.45
14,4856, 0.0],0.55
14,4875,[1.0,0.45
14,4875, 0.0],0.55
14,8162,[1.0,0.5715057
14,8162, 0.0],0.4284943
14,8166,[1.0,0.6
14,8166, 0.0],0.40000004
14,9192,[1.0,0.65000004
14,9192, 0.0],0.35000002
14,9193,[1.0,0.725
14,9193, 0.0],0.27499998
14,9251,[1.0,0.51901186
14,9251, 0.0],0.48098814
14,9615,[1.0,0.45999998
14,9615, 0.0],0.54
14,12019,[1.0,0.45999998
14,12019, 0.0],0.54
14,12709,[1.0,0.58
14,12709, 0.0],0.42
14,12918,[1.0,0.8
14,12918, 0.0],0.2
14,13855,[1.0,0.7
14,13855, 0.0],0.29999998
14,14336,[1.0,0.59999996
14,14336, 0.0],0.4
14,14633,[1.0,0.60224444
14,14633, 0.0],0.39775553
14,15072,[1.0,0.60593164
14,15072, 0.0],0.39406836
14,15278,[1.0,0.75
14,15278, 0.0],0.25
14,16511,[1.0,0.79999995
14,16511, 0.0],0.19999999
14,16543,[1.0,0.75
14,16543, 0.0],0.25000003
14,17212,[1.0,0.8
14,17212, 0.0],0.2
14,18072,[1.0,0.8
14,18072, 0.0],0.2
14,18686,[1.0,0.6499999
14,18686, 0.0],0.35000002
14,19473,[1.0,0.65
14,19473, 0.0],0.35000002
14,19640,[1.0,0.6533936
14,19640, 0.0],0.34660637
14,19771,[1.0,0.73580134
14,19771, 0.0],0.2641987
14,20317,[1.0,0.73
14,20317, 0.0],0.26999998
14,21064,[1.0,0.7431456
14,21064, 0.0],0.25685447
14,21117,[1.0,0.718948
14,21117, 0.0],0.28105196
14,21205,[1.0,0.7248877
14,21205, 0.0],0.2751123
14,21468,[1.0,0.7269528
