"id","question_id","category_id","created_at","updated_at"
8591,171,12,"2014-12-12 11:44:16.119124","2014-12-12 11:44:16.119124"
6455,62,6,"2014-10-03 21:34:08.889091","2014-10-03 21:34:08.889091"
6462,66,5,"2014-10-03 21:35:17.966928","2014-10-03 21:35:17.966928"
6463,66,8,"2014-10-03 21:35:17.966928","2014-10-03 21:35:17.966928"
5017,534,5,"2014-07-02 12:08:09.487802","2014-07-02 12:08:09.487802"
10300,629,8,"2015-03-15 02:33:14.777175","2015-03-15 02:33:14.777175"
6464,66,13,"2014-10-03 21:35:17.966928","2014-10-03 21:35:17.966928"
5018,534,8,"2014-07-02 12:08:09.487802","2014-07-02 12:08:09.487802"
6470,70,5,"2014-10-03 21:36:24.742313","2014-10-03 21:36:24.742313"
5981,836,1,"2014-08-22 14:23:35.706992","2014-08-22 14:23:35.706992"
5019,535,8,"2014-07-02 12:08:09.756165","2014-07-02 12:08:09.756165"
5587,805,5,"2014-07-28 11:46:25.650202","2014-07-28 11:46:25.650202"
6471,70,8,"2014-10-03 21:36:24.742313","2014-10-03 21:36:24.742313"
10301,629,14,"2015-03-15 02:33:14.777175","2015-03-15 02:33:14.777175"
10302,729,13,"2015-03-15 02:36:06.215127","2015-03-15 02:36:06.215127"
6472,70,13,"2014-10-03 21:36:24.742313","2014-10-03 21:36:24.742313"
8594,1106,7,"2014-12-12 16:00:25.251475","2014-12-12 16:00:25.251475"
10303,317,4,"2015-03-15 02:38:20.055139","2015-03-15 02:38:20.055139"
7303,103,11,"2014-11-06 07:28:09.346341","2014-11-06 07:28:09.346341"
5022,538,5,"2014-07-02 12:08:11.525418","2014-07-02 12:08:11.525418"
7304,103,19,"2014-11-06 07:28:09.346341","2014-11-06 07:28:09.346341"
5025,542,7,"2014-07-02 12:08:15.086479","2014-07-02 12:08:15.086479"
5299,740,12,"2014-07-02 12:09:35.706521","2014-07-02 12:09:35.706521"
5035,549,13,"2014-07-02 12:08:19.167567","2014-07-02 12:08:19.167567"
7307,128,2,"2014-11-06 07:29:58.252471","2014-11-06 07:29:58.252471"
7308,128,19,"2014-11-06 07:29:58.252471","2014-11-06 07:29:58.252471"
5308,746,2,"2014-07-02 12:09:37.259477","2014-07-02 12:09:37.259477"
7918,44,13,"2014-11-20 13:42:57.834443","2014-11-20 13:42:57.834443"
7311,138,10,"2014-11-06 07:31:00.090293","2014-11-06 07:31:00.090293"
4875,408,1,"2014-07-02 12:06:30.339628","2014-07-02 12:06:30.339628"
7312,138,3,"2014-11-06 07:31:00.090293","2014-11-06 07:31:00.090293"
5036,549,8,"2014-07-02 12:08:19.167567","2014-07-02 12:08:19.167567"
5588,805,12,"2014-07-28 11:46:25.650202","2014-07-28 11:46:25.650202"
8596,1108,12,"2014-12-12 17:20:39.680773","2014-12-12 17:20:39.680773"
7919,44,19,"2014-11-20 13:42:57.834443","2014-11-20 13:42:57.834443"
8597,352,7,"2014-12-15 10:25:45.526147","2014-12-15 10:25:45.526147"
4888,421,10,"2014-07-02 12:06:35.043283","2014-07-02 12:06:35.043283"
5984,773,14,"2014-08-22 15:54:04.294365","2014-08-22 15:54:04.294365"
8598,352,20,"2014-12-15 10:25:45.526147","2014-12-15 10:25:45.526147"
4914,442,9,"2014-07-02 12:06:47.775282","2014-07-02 12:06:47.775282"
4915,442,2,"2014-07-02 12:06:47.775282","2014-07-02 12:06:47.775282"
10304,771,12,"2015-03-15 02:39:51.474853","2015-03-15 02:39:51.474853"
10321,56,5,"2015-03-15 13:20:14.381514","2015-03-15 13:20:14.381514"
5986,638,18,"2014-08-22 15:56:35.442454","2014-08-22 15:56:35.442454"
6503,106,14,"2014-10-03 21:44:39.170494","2014-10-03 21:44:39.170494"
5320,599,7,"2014-07-02 12:23:59.878882","2014-07-02 12:23:59.878882"
4950,470,7,"2014-07-02 12:07:01.096343","2014-07-02 12:07:01.096343"
4953,473,7,"2014-07-02 12:07:03.537695","2014-07-02 12:07:03.537695"
5044,557,5,"2014-07-02 12:08:20.732734","2014-07-02 12:08:20.732734"
4958,478,7,"2014-07-02 12:07:07.821808","2014-07-02 12:07:07.821808"
4963,483,7,"2014-07-02 12:07:12.230927","2014-07-02 12:07:12.230927"
4967,487,7,"2014-07-02 12:07:15.76821","2014-07-02 12:07:15.76821"
4969,489,7,"2014-07-02 12:07:18.21465","2014-07-02 12:07:18.21465"
5987,855,1,"2014-08-22 16:58:08.088667","2014-08-22 16:58:08.088667"
5988,850,7,"2014-08-24 21:42:00.598558","2014-08-24 21:42:00.598558"
7924,1030,13,"2014-11-26 10:56:19.255739","2014-11-26 10:56:19.255739"
7925,1030,8,"2014-11-26 10:56:19.255739","2014-11-26 10:56:19.255739"
5056,569,7,"2014-07-02 12:08:24.811271","2014-07-02 12:08:24.811271"
5060,573,7,"2014-07-02 12:08:27.268923","2014-07-02 12:08:27.268923"
5063,576,1,"2014-07-02 12:08:29.041951","2014-07-02 12:08:29.041951"
5065,578,7,"2014-07-02 12:08:30.227378","2014-07-02 12:08:30.227378"
7926,1030,19,"2014-11-26 10:56:19.255739","2014-11-26 10:56:19.255739"
5077,586,7,"2014-07-02 12:08:33.559514","2014-07-02 12:08:33.559514"
5079,589,7,"2014-07-02 12:08:34.05391","2014-07-02 12:08:34.05391"
5082,592,7,"2014-07-02 12:08:35.694333","2014-07-02 12:08:35.694333"
5085,595,7,"2014-07-02 12:08:38.082236","2014-07-02 12:08:38.082236"
5087,597,7,"2014-07-02 12:08:39.782409","2014-07-02 12:08:39.782409"
5325,395,7,"2014-07-02 20:32:38.600134","2014-07-02 20:32:38.600134"
5090,600,7,"2014-07-02 12:08:42.037461","2014-07-02 12:08:42.037461"
5326,667,7,"2014-07-02 23:50:05.835239","2014-07-02 23:50:05.835239"
5093,603,7,"2014-07-02 12:08:43.838367","2014-07-02 12:08:43.838367"
5095,605,7,"2014-07-02 12:08:45.714688","2014-07-02 12:08:45.714688"
5105,612,7,"2014-07-02 12:08:49.027275","2014-07-02 12:08:49.027275"
9810,726,8,"2015-02-10 22:30:48.442814","2015-02-10 22:30:48.442814"
9811,726,11,"2015-02-10 22:30:48.442814","2015-02-10 22:30:48.442814"
5108,615,7,"2014-07-02 12:08:49.798927","2014-07-02 12:08:49.798927"
5110,617,7,"2014-07-02 12:08:50.634394","2014-07-02 12:08:50.634394"
9812,726,19,"2015-02-10 22:30:48.442814","2015-02-10 22:30:48.442814"
8606,58,5,"2014-12-16 22:48:17.719814","2014-12-16 22:48:17.719814"
5119,626,7,"2014-07-02 12:08:54.20018","2014-07-02 12:08:54.20018"
8607,58,8,"2014-12-16 22:48:17.719814","2014-12-16 22:48:17.719814"
8608,58,13,"2014-12-16 22:48:17.719814","2014-12-16 22:48:17.719814"
5577,770,12,"2014-07-25 10:57:08.23473","2014-07-25 10:57:08.23473"
9817,1071,4,"2015-02-12 10:05:31.803009","2015-02-12 10:05:31.803009"
9826,297,15,"2015-02-12 11:48:42.830702","2015-02-12 11:48:42.830702"
9830,214,15,"2015-02-12 11:50:12.545649","2015-02-12 11:50:12.545649"
9833,215,15,"2015-02-12 11:51:18.069259","2015-02-12 11:51:18.069259"
4656,218,15,"2014-07-02 12:05:21.381576","2014-07-02 12:05:21.381576"
4661,222,10,"2014-07-02 12:05:22.912058","2014-07-02 12:05:22.912058"
4662,222,15,"2014-07-02 12:05:22.912058","2014-07-02 12:05:22.912058"
6504,106,13,"2014-10-03 21:44:39.170494","2014-10-03 21:44:39.170494"
5235,698,13,"2014-07-02 12:09:20.832461","2014-07-02 12:09:20.832461"
6506,109,6,"2014-10-03 21:47:19.621028","2014-10-03 21:47:19.621028"
6507,109,1,"2014-10-03 21:47:19.621028","2014-10-03 21:47:19.621028"
6508,110,6,"2014-10-03 21:47:34.945829","2014-10-03 21:47:34.945829"
6509,110,13,"2014-10-03 21:47:34.945829","2014-10-03 21:47:34.945829"
4309,10,10,"2014-07-02 12:03:54.773763","2014-07-02 12:03:54.773763"
4669,228,8,"2014-07-02 12:05:25.449353","2014-07-02 12:05:25.449353"
4670,228,14,"2014-07-02 12:05:25.449353","2014-07-02 12:05:25.449353"
4317,14,5,"2014-07-02 12:03:57.287451","2014-07-02 12:03:57.287451"
4318,14,8,"2014-07-02 12:03:57.287451","2014-07-02 12:03:57.287451"
4676,233,15,"2014-07-02 12:05:26.956992","2014-07-02 12:05:26.956992"
7943,1078,5,"2014-11-28 11:23:28.485841","2014-11-28 11:23:28.485841"
4681,238,15,"2014-07-02 12:05:28.614494","2014-07-02 12:05:28.614494"
4684,241,15,"2014-07-02 12:05:29.754791","2014-07-02 12:05:29.754791"
4686,243,15,"2014-07-02 12:05:30.468824","2014-07-02 12:05:30.468824"
4691,248,15,"2014-07-02 12:05:32.192158","2014-07-02 12:05:32.192158"
4703,258,15,"2014-07-02 12:05:35.943612","2014-07-02 12:05:35.943612"
5236,698,8,"2014-07-02 12:09:20.832461","2014-07-02 12:09:20.832461"
7301,76,7,"2014-11-06 07:27:36.641022","2014-11-06 07:27:36.641022"
4716,271,15,"2014-07-02 12:05:40.727048","2014-07-02 12:05:40.727048"
4721,276,15,"2014-07-02 12:05:42.458551","2014-07-02 12:05:42.458551"
6510,110,1,"2014-10-03 21:47:34.945829","2014-10-03 21:47:34.945829"
6529,282,1,"2014-10-03 21:51:53.05604","2014-10-03 21:51:53.05604"
7946,1080,5,"2014-11-28 13:04:55.741455","2014-11-28 13:04:55.741455"
10314,57,5,"2015-03-15 03:15:00.333262","2015-03-15 03:15:00.333262"
10315,57,8,"2015-03-15 03:15:00.333262","2015-03-15 03:15:00.333262"
10316,57,13,"2015-03-15 03:15:00.333262","2015-03-15 03:15:00.333262"
10334,71,9,"2015-03-15 14:26:54.872291","2015-03-15 14:26:54.872291"
7302,76,19,"2014-11-06 07:27:36.641022","2014-11-06 07:27:36.641022"
7309,129,10,"2014-11-06 07:30:30.232315","2014-11-06 07:30:30.232315"
7310,129,19,"2014-11-06 07:30:30.232315","2014-11-06 07:30:30.232315"
10335,71,4,"2015-03-15 14:26:54.872291","2015-03-15 14:26:54.872291"
10338,555,10,"2015-03-15 14:47:51.135872","2015-03-15 14:47:51.135872"
10339,147,10,"2015-03-15 14:55:39.314365","2015-03-15 14:55:39.314365"
4328,21,1,"2014-07-02 12:04:01.117917","2014-07-02 12:04:01.117917"
6569,113,6,"2014-10-03 22:05:43.124197","2014-10-03 22:05:43.124197"
6570,113,1,"2014-10-03 22:05:43.124197","2014-10-03 22:05:43.124197"
5257,713,13,"2014-07-02 12:09:28.379214","2014-07-02 12:09:28.379214"
5258,713,8,"2014-07-02 12:09:28.379214","2014-07-02 12:09:28.379214"
5259,714,12,"2014-07-02 12:09:28.709476","2014-07-02 12:09:28.709476"
7313,138,19,"2014-11-06 07:31:00.090293","2014-11-06 07:31:00.090293"
7316,144,10,"2014-11-06 07:32:28.290481","2014-11-06 07:32:28.290481"
6581,120,6,"2014-10-03 22:12:03.889676","2014-10-03 22:12:03.889676"
6582,120,13,"2014-10-03 22:12:03.889676","2014-10-03 22:12:03.889676"
5282,725,4,"2014-07-02 12:09:32.630596","2014-07-02 12:09:32.630596"
5283,725,2,"2014-07-02 12:09:32.630596","2014-07-02 12:09:32.630596"
6583,120,1,"2014-10-03 22:12:03.889676","2014-10-03 22:12:03.889676"
6584,88,3,"2014-10-03 22:12:18.281562","2014-10-03 22:12:18.281562"
7317,144,19,"2014-11-06 07:32:28.290481","2014-11-06 07:32:28.290481"
5832,641,3,"2014-08-18 11:24:45.278966","2014-08-18 11:24:45.278966"
5833,641,2,"2014-08-18 11:24:45.278966","2014-08-18 11:24:45.278966"
9248,403,10,"2015-02-06 16:22:50.773736","2015-02-06 16:22:50.773736"
5839,678,2,"2014-08-18 11:36:42.338175","2014-08-18 11:36:42.338175"
9249,403,19,"2015-02-06 16:22:50.773736","2015-02-06 16:22:50.773736"
9250,403,9,"2015-02-06 16:22:50.773736","2015-02-06 16:22:50.773736"
8504,48,5,"2014-12-05 11:39:32.16453","2014-12-05 11:39:32.16453"
8505,48,8,"2014-12-05 11:39:32.16453","2014-12-05 11:39:32.16453"
6750,769,12,"2014-10-07 21:17:07.802959","2014-10-07 21:17:07.802959"
7333,191,8,"2014-11-06 07:35:23.41819","2014-11-06 07:35:23.41819"
7334,191,19,"2014-11-06 07:35:23.41819","2014-11-06 07:35:23.41819"
7344,204,6,"2014-11-06 08:01:55.534527","2014-11-06 08:01:55.534527"
7345,204,7,"2014-11-06 08:01:55.534527","2014-11-06 08:01:55.534527"
7346,204,19,"2014-11-06 08:01:55.534527","2014-11-06 08:01:55.534527"
7369,326,12,"2014-11-06 08:35:56.359902","2014-11-06 08:35:56.359902"
8506,48,13,"2014-12-05 11:39:32.16453","2014-12-05 11:39:32.16453"
8507,48,19,"2014-12-05 11:39:32.16453","2014-12-05 11:39:32.16453"
6834,993,7,"2014-10-08 17:04:45.982865","2014-10-08 17:04:45.982865"
6857,999,7,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
6858,999,13,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
6859,999,3,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
6860,999,4,"2014-10-08 18:06:46.306905","2014-10-08 18:06:46.306905"
9257,208,13,"2015-02-06 16:26:05.738882","2015-02-06 16:26:05.738882"
9258,208,19,"2015-02-06 16:26:05.738882","2015-02-06 16:26:05.738882"
9259,622,10,"2015-02-06 16:27:32.594627","2015-02-06 16:27:32.594627"
9260,622,19,"2015-02-06 16:27:32.594627","2015-02-06 16:27:32.594627"
4386,51,1,"2014-07-02 12:04:13.860298","2014-07-02 12:04:13.860298"
9267,644,12,"2015-02-06 17:00:50.424523","2015-02-06 17:00:50.424523"
9268,644,19,"2015-02-06 17:00:50.424523","2015-02-06 17:00:50.424523"
8525,1083,4,"2014-12-08 15:55:18.957157","2014-12-08 15:55:18.957157"
8526,1083,9,"2014-12-08 15:55:18.957157","2014-12-08 15:55:18.957157"
8527,1083,11,"2014-12-08 15:55:18.957157","2014-12-08 15:55:18.957157"
11336,1363,13,"2015-05-22 11:41:57.153239","2015-05-22 11:41:57.153239"
11337,1363,4,"2015-05-22 11:41:57.153239","2015-05-22 11:41:57.153239"
9274,929,7,"2015-02-06 17:03:04.317086","2015-02-06 17:03:04.317086"
9275,929,19,"2015-02-06 17:03:04.317086","2015-02-06 17:03:04.317086"
9276,253,13,"2015-02-06 17:03:37.27322","2015-02-06 17:03:37.27322"
11338,1363,5,"2015-05-22 11:41:57.153239","2015-05-22 11:41:57.153239"
9277,253,5,"2015-02-06 17:03:37.27322","2015-02-06 17:03:37.27322"
9278,253,19,"2015-02-06 17:03:37.27322","2015-02-06 17:03:37.27322"
11339,1363,11,"2015-05-22 11:41:57.153239","2015-05-22 11:41:57.153239"
11340,1367,13,"2015-05-22 11:42:41.094484","2015-05-22 11:42:41.094484"
11341,1367,4,"2015-05-22 11:42:41.094484","2015-05-22 11:42:41.094484"
11342,1367,5,"2015-05-22 11:42:41.094484","2015-05-22 11:42:41.094484"
4412,61,1,"2014-07-02 12:04:18.301795","2014-07-02 12:04:18.301795"
11343,1367,11,"2015-05-22 11:42:41.094484","2015-05-22 11:42:41.094484"
9286,184,7,"2015-02-06 17:08:20.835496","2015-02-06 17:08:20.835496"
9287,184,4,"2015-02-06 17:08:20.835496","2015-02-06 17:08:20.835496"
9288,184,19,"2015-02-06 17:08:20.835496","2015-02-06 17:08:20.835496"
4443,73,5,"2014-07-02 12:04:22.534595","2014-07-02 12:04:22.534595"
4444,73,8,"2014-07-02 12:04:22.534595","2014-07-02 12:04:22.534595"
4445,73,13,"2014-07-02 12:04:22.534595","2014-07-02 12:04:22.534595"
4451,78,12,"2014-07-02 12:04:24.677762","2014-07-02 12:04:24.677762"
4452,78,8,"2014-07-02 12:04:24.677762","2014-07-02 12:04:24.677762"
9295,706,5,"2015-02-06 17:10:38.58497","2015-02-06 17:10:38.58497"
9296,706,19,"2015-02-06 17:10:38.58497","2015-02-06 17:10:38.58497"
4551,143,12,"2014-07-02 12:04:52.362533","2014-07-02 12:04:52.362533"
4565,152,10,"2014-07-02 12:04:55.711216","2014-07-02 12:04:55.711216"
4571,155,13,"2014-07-02 12:04:57.703384","2014-07-02 12:04:57.703384"
4572,155,11,"2014-07-02 12:04:57.703384","2014-07-02 12:04:57.703384"
4579,162,8,"2014-07-02 12:05:00.396269","2014-07-02 12:05:00.396269"
4580,162,5,"2014-07-02 12:05:00.396269","2014-07-02 12:05:00.396269"
4586,168,12,"2014-07-02 12:05:02.380829","2014-07-02 12:05:02.380829"
4588,170,12,"2014-07-02 12:05:04.979562","2014-07-02 12:05:04.979562"
4636,200,9,"2014-07-02 12:05:15.463726","2014-07-02 12:05:15.463726"
10308,27,9,"2015-03-15 02:57:45.175964","2015-03-15 02:57:45.175964"
6519,115,6,"2014-10-03 21:49:10.679921","2014-10-03 21:49:10.679921"
4975,495,7,"2014-07-02 12:07:24.787227","2014-07-02 12:07:24.787227"
6520,115,1,"2014-10-03 21:49:10.679921","2014-10-03 21:49:10.679921"
6521,117,6,"2014-10-03 21:49:48.814757","2014-10-03 21:49:48.814757"
6522,117,1,"2014-10-03 21:49:48.814757","2014-10-03 21:49:48.814757"
6527,119,6,"2014-10-03 21:51:17.28321","2014-10-03 21:51:17.28321"
5643,658,6,"2014-07-30 14:05:00.813604","2014-07-30 14:05:00.813604"
4982,502,7,"2014-07-02 12:07:32.990997","2014-07-02 12:07:32.990997"
4726,281,15,"2014-07-02 12:05:44.127353","2014-07-02 12:05:44.127353"
4327,20,1,"2014-07-02 12:04:00.782663","2014-07-02 12:04:00.782663"
9825,1054,5,"2015-02-12 11:44:42.065563","2015-02-12 11:44:42.065563"
10309,639,13,"2015-03-15 03:06:07.838089","2015-03-15 03:06:07.838089"
10310,639,4,"2015-03-15 03:06:07.838089","2015-03-15 03:06:07.838089"
4752,305,1,"2014-07-02 12:05:53.778523","2014-07-02 12:05:53.778523"
9307,988,7,"2015-02-06 17:13:50.404958","2015-02-06 17:13:50.404958"
6528,119,1,"2014-10-03 21:51:17.28321","2014-10-03 21:51:17.28321"
5293,730,8,"2014-07-02 12:09:34.578651","2014-07-02 12:09:34.578651"
8609,704,5,"2014-12-17 22:40:11.210626","2014-12-17 22:40:11.210626"
5294,730,11,"2014-07-02 12:09:34.578651","2014-07-02 12:09:34.578651"
8610,704,19,"2014-12-17 22:40:11.210626","2014-12-17 22:40:11.210626"
9827,299,15,"2015-02-12 11:49:07.774345","2015-02-12 11:49:07.774345"
5295,730,14,"2014-07-02 12:09:34.578651","2014-07-02 12:09:34.578651"
8611,705,5,"2014-12-17 22:40:52.445201","2014-12-17 22:40:52.445201"
7942,1065,12,"2014-11-27 12:03:43.465864","2014-11-27 12:03:43.465864"
9828,294,15,"2015-02-12 11:49:31.006168","2015-02-12 11:49:31.006168"
7318,154,8,"2014-11-06 07:32:53.08012","2014-11-06 07:32:53.08012"
8612,705,20,"2014-12-17 22:40:52.445201","2014-12-17 22:40:52.445201"
8626,1114,7,"2014-12-19 13:10:04.267806","2014-12-19 13:10:04.267806"
9308,988,19,"2015-02-06 17:13:50.404958","2015-02-06 17:13:50.404958"
5317,571,7,"2014-07-02 12:23:58.988165","2014-07-02 12:23:58.988165"
6545,319,12,"2014-10-03 21:58:41.496712","2014-10-03 21:58:41.496712"
5322,695,5,"2014-07-02 12:24:00.576563","2014-07-02 12:24:00.576563"
5332,687,7,"2014-07-07 21:41:10.603293","2014-07-07 21:41:10.603293"
5333,687,13,"2014-07-07 21:41:10.603293","2014-07-07 21:41:10.603293"
7949,1082,5,"2014-11-28 13:26:35.069861","2014-11-28 13:26:35.069861"
9309,1026,7,"2015-02-06 17:14:32.051861","2015-02-06 17:14:32.051861"
9310,1026,19,"2015-02-06 17:14:32.051861","2015-02-06 17:14:32.051861"
10311,639,8,"2015-03-15 03:06:07.838089","2015-03-15 03:06:07.838089"
7319,154,19,"2014-11-06 07:32:53.08012","2014-11-06 07:32:53.08012"
7322,173,10,"2014-11-06 07:33:34.752595","2014-11-06 07:33:34.752595"
9324,978,7,"2015-02-06 17:19:29.063155","2015-02-06 17:19:29.063155"
7323,173,19,"2014-11-06 07:33:34.752595","2014-11-06 07:33:34.752595"
4772,331,10,"2014-07-02 12:06:00.386445","2014-07-02 12:06:00.386445"
6553,344,5,"2014-10-03 22:02:21.460373","2014-10-03 22:02:21.460373"
9325,978,19,"2015-02-06 17:19:29.063155","2015-02-06 17:19:29.063155"
9837,301,15,"2015-02-12 11:52:47.297607","2015-02-12 11:52:47.297607"
9852,1056,4,"2015-02-12 14:46:26.159718","2015-02-12 14:46:26.159718"
7328,179,2,"2014-11-06 07:34:22.014682","2014-11-06 07:34:22.014682"
7329,179,19,"2014-11-06 07:34:22.014682","2014-11-06 07:34:22.014682"
9356,1007,7,"2015-02-06 17:28:48.896498","2015-02-06 17:28:48.896498"
6556,348,13,"2014-10-03 22:02:57.544146","2014-10-03 22:02:57.544146"
9357,1007,19,"2015-02-06 17:28:48.896498","2015-02-06 17:28:48.896498"
10312,653,8,"2015-03-15 03:07:34.986024","2015-03-15 03:07:34.986024"
10313,653,12,"2015-03-15 03:07:34.986024","2015-03-15 03:07:34.986024"
6557,348,3,"2014-10-03 22:02:57.544146","2014-10-03 22:02:57.544146"
6558,350,7,"2014-10-03 22:03:35.02006","2014-10-03 22:03:35.02006"
6563,365,8,"2014-10-03 22:04:42.536877","2014-10-03 22:04:42.536877"
7335,193,8,"2014-11-06 07:35:53.816652","2014-11-06 07:35:53.816652"
6564,365,11,"2014-10-03 22:04:42.536877","2014-10-03 22:04:42.536877"
6565,365,14,"2014-10-03 22:04:42.536877","2014-10-03 22:04:42.536877"
6566,118,6,"2014-10-03 22:05:29.924103","2014-10-03 22:05:29.924103"
6567,118,13,"2014-10-03 22:05:29.924103","2014-10-03 22:05:29.924103"
7336,193,19,"2014-11-06 07:35:53.816652","2014-11-06 07:35:53.816652"
6568,118,1,"2014-10-03 22:05:29.924103","2014-10-03 22:05:29.924103"
7351,224,13,"2014-11-06 08:02:59.705722","2014-11-06 08:02:59.705722"
7352,224,5,"2014-11-06 08:02:59.705722","2014-11-06 08:02:59.705722"
6579,86,3,"2014-10-03 22:11:12.733365","2014-10-03 22:11:12.733365"
10317,313,4,"2015-03-15 03:16:31.68769","2015-03-15 03:16:31.68769"
9369,158,12,"2015-02-06 17:31:49.002714","2015-02-06 17:31:49.002714"
9370,158,19,"2015-02-06 17:31:49.002714","2015-02-06 17:31:49.002714"
8647,920,1,"2014-12-23 12:28:09.285752","2014-12-23 12:28:09.285752"
8648,920,19,"2014-12-23 12:28:09.285752","2014-12-23 12:28:09.285752"
9373,665,11,"2015-02-06 17:33:11.348557","2015-02-06 17:33:11.348557"
5736,149,13,"2014-08-06 14:29:17.64119","2014-08-06 14:29:17.64119"
5737,149,14,"2014-08-06 14:29:17.64119","2014-08-06 14:29:17.64119"
5738,149,8,"2014-08-06 14:29:17.64119","2014-08-06 14:29:17.64119"
5739,149,11,"2014-08-06 14:29:17.64119","2014-08-06 14:29:17.64119"
10318,151,4,"2015-03-15 03:26:26.457489","2015-03-15 03:26:26.457489"
4814,362,8,"2014-07-02 12:06:12.951595","2014-07-02 12:06:12.951595"
10319,151,3,"2015-03-15 03:26:26.457489","2015-03-15 03:26:26.457489"
9374,665,19,"2015-02-06 17:33:11.348557","2015-02-06 17:33:11.348557"
10320,675,7,"2015-03-15 03:30:55.182027","2015-03-15 03:30:55.182027"
7955,897,4,"2014-12-01 08:41:03.37525","2014-12-01 08:41:03.37525"
10322,56,8,"2015-03-15 13:20:14.381514","2015-03-15 13:20:14.381514"
6589,935,3,"2014-10-04 16:12:15.173979","2014-10-04 16:12:15.173979"
6590,935,8,"2014-10-04 16:12:15.173979","2014-10-04 16:12:15.173979"
6591,935,2,"2014-10-04 16:12:15.173979","2014-10-04 16:12:15.173979"
4440,72,5,"2014-07-02 12:04:21.745366","2014-07-02 12:04:21.745366"
4441,72,8,"2014-07-02 12:04:21.745366","2014-07-02 12:04:21.745366"
7956,897,19,"2014-12-01 08:41:03.37525","2014-12-01 08:41:03.37525"
10323,56,13,"2015-03-15 13:20:14.381514","2015-03-15 13:20:14.381514"
