question,questionduration
679,214.23686
685,60.746219999999994
686,183.03649000000007
687,118.44593999999996
690,182.47186
691,182.47359
692,182.47297000000006
693,216.65157
698,15.115850000000004
699,15.065470000000001
700,20.859080000000006
702,215.75082000000003
704,207.11296000000004
705,207.11308000000008
707,24.709639999999993
710,203.10725999999974
715,196.08661999999993
716,114.93652999999996
718,222.12228999999996
719,222.14101999999997
728,100.08608000000002
733,194.07573
737,97.74916000000002
738,39.16970999999998
739,35.86496999999999
741,339.0952399999999
747,37.55712999999999
748,218.25951000000003
750,11.884710000000005
761,193.16107000000005
763,33.92532999999999
764,66.46611
765,69.79111
766,62.75371000000002
778,164.8065
780,3.88775
781,112.0647
782,125.96147
783,125.96045
784,3.88763
785,14.08689
786,167.09589000000003
789,135.89453
790,125.20945
791,167.13855
801,166.6108900000001
803,186.07866000000004
814,18.84621
815,36.9807
818,189.4534500000002
819,189.48148
838,237.24760999999998
839,237.29080000000005
842,243.19671999999997
853,103.93976000000002
854,44.628240000000005
855,32.21954
856,132.0993
861,265.34791999999993
867,130.20428
875,187.31862999999993
876,121.6856
877,186.07881
878,187.31974000000002
880,228.08557000000002
894,96.15164
897,85.88282999999998
898,85.86913000000003
899,85.82610000000001
922,72.83976999999999
923,72.83760000000001
928,225.91437
934,121.80886000000004
937,91.19863999999997
939,58.84549
941,63.01191
944,219.00894
945,4.91766
950,4.91633
951,219.00732
955,4.91767
956,156.35899
960,4.91798
961,219.00691999999998
965,4.91768
966,219.00663000000003
970,4.91771
971,241.85146999999998
975,218.84441999999996
976,4.91768
980,4.91804
981,218.84331999999998
985,4.91768
986,218.84347000000002
990,4.919169999999999
991,218.84391000000002
1022,82.16302000000003
1023,89.01227999999998
1025,112.83209999999998
1026,166.67080000000004
1029,166.17827
1030,120.94040000000001
1031,172.08099000000004
1032,165.21130000000002
1034,172.55497
1036,172.20065999999989
1037,158.34989999999993
1038,130.15504999999996
1039,168.26619999999994
1040,158.17946
1041,67.08273
1042,81.15096
1043,165.08483999999999
1044,157.13664
1047,147.78369
1051,151.86499
1052,132.68315000000004
1054,89.86847
1055,151.90025999999997
1056,158.97109
1058,80.87225
1060,124.44996
1061,132.79313000000002
1063,52.866749999999996
1064,129.13654
1065,142.9721
1068,130.00962
1073,130.00059000000002
1075,136.97022
1079,4.94534
1083,28.49911
1085,117.19212999999993
1086,84.16955
1087,117.15481
1088,47.07963
1090,38.96058
1091,117.19591
1092,128.84399000000002
1093,93.74768
1094,94.14530000000002
1095,124.13952
1096,104.91170999999999
1097,117.12331999999999
1098,26.08184
1099,94.88784
1100,103.44198000000002
1101,116.11201000000003
1102,24.2138
1103,110.41859
1104,96.91118
1105,5.83783
1106,113.64045999999999
1108,43.41083
1109,102.93321
1110,95.96553000000002
1111,105.8204
1113,112.78039000000003
1115,64.74917
1116,103.44140000000002
1117,87.36377000000002
1118,100.86173999999998
1119,110.41428000000003
1124,128.95161999999996
1125,4.01198
1126,85.11442000000001
1127,86.85515
1128,86.85288999999999
1129,60.125080000000004
1130,75.7064
1131,36.496199999999995
1132,36.49605999999999
1133,86.86261999999999
1136,86.85966
1137,93.82560000000001
1139,92.07838
1140,32.057069999999996
1141,76.42312
1142,68.20912
1143,85.01977000000001
1151,75.27282
1155,74.93662
1156,79.67514
1157,78.24578
1159,73.10183
1160,12.12593
1161,83.12488000000002
1162,68.58622
1163,79.69316
1164,104.49104000000001
1167,70.32032000000001
1171,130.01645
1211,4.25181
1212,4.25175
1217,4.25053
1218,4.25183
1232,17.16721
1266,5.80582
1297,3.2721
1303,32.87158
1327,39.88590999999999
1332,39.41494
1333,39.4167
1334,37.6918
1337,38.6234
1339,38.66600999999999
1340,26.9133
1341,37.494040000000005
1344,35.78986999999999
1345,33.82690999999999
1346,35.74445
1347,35.74217
1349,36.70458
1351,35.77764
1352,35.79545
1354,17.91748
1355,27.87222
1356,27.87607
1357,27.887369999999997
1375,-42146.60521
